#Organism/Name,Kingdom,Group,SubGroup,Size (Mb),Chrs,Organelles,Plasmids,BioProjects
Actinotalea ferrariae,Bacteria,Actinobacteria,Actinobacteria,3.98708,-,-,-,1
Actinotignum schaalii,Bacteria,Actinobacteria,Actinobacteria,2.15931,1,-,-,3
Actinotignum urinale,Bacteria,Actinobacteria,Actinobacteria,1.92034,-,-,-,1
Acute bee paralysis virus,Viruses,ssRNA viruses,Dicistroviridae,0.009491,1,-,-,1
Acyrthosiphon pisum,Eukaryota,Animals,Insects,541.692,-,1,-,1
Acyrthosiphon pisum virus,Viruses,ssRNA viruses,unclassified,0.010035,1,-,-,1
Acytostelium subglobosum,Eukaryota,Protists,Other Protists,31.003,-,-,-,1
Adelie penguin polyomavirus,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.004988,1,-,-,1
Adeno-associated virus - 1,Viruses,ssDNA viruses,Parvoviridae,0.004718,1,-,-,1
Adeno-associated virus - 2,Viruses,ssDNA viruses,Parvoviridae,0.004679,1,-,-,1
Adeno-associated virus - 3,Viruses,ssDNA viruses,Parvoviridae,0.004726,1,-,-,1
Adeno-associated virus - 4,Viruses,ssDNA viruses,Parvoviridae,0.004767,1,-,-,1
Adeno-associated virus - 5,Viruses,ssDNA viruses,Parvoviridae,0.004642,1,-,-,1
Adeno-associated virus - 7,Viruses,ssDNA viruses,Parvoviridae,0.004721,1,-,-,1
Adeno-associated virus - 8,Viruses,ssDNA viruses,Parvoviridae,0.004393,1,-,-,1
Adhaeribacter aquaticus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.16809,-,-,-,1
Adineta vaga,Eukaryota,Animals,Other Animals,217.934,-,-,-,1
Adlercreutzia equolifaciens,Bacteria,Actinobacteria,Coriobacteriia,2.86253,1,-,-,1
Adoxophyes honmai entomopoxvirus 'L',Viruses,"dsDNA viruses, no RNA stage",Poxviridae,0.22875,1,-,-,1
Adoxophyes honmai nucleopolyhedrovirus,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.11322,1,-,-,1
Adoxophyes orana granulovirus,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.099657,1,-,-,1
Adoxophyes orana nucleopolyhedrovirus,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.111724,1,-,-,1
Adult diarrheal rotavirus strain J19,Viruses,dsRNA viruses,Reoviridae,0.017961,11,-,-,1
Advenella kashmirensis,Bacteria,Proteobacteria,Betaproteobacteria,4.84603,1,-,1,2
Advenella mimigardefordensis,Bacteria,Proteobacteria,Betaproteobacteria,4.76413,1,-,1,2
Aedes aegypti,Eukaryota,Animals,Insects,1383.96,-,1,-,2
Aedes flavivirus,Viruses,ssRNA viruses,Flaviviridae,0.011064,1,-,-,1
Aedes pseudoscutellaris reovirus,Viruses,dsRNA viruses,Reoviridae,0.023147,9,-,-,1
Aegilops tauschii,Eukaryota,Plants,Land Plants,3313.65,-,1,-,1
Aenigmarchaeota archaeon JGI 0000106-F11,Archaea,Aenigmarchaeota,unclassified Aenigmarchaeota,0.361035,-,-,-,1
Aenigmarchaeota archaeon SCGC AAA011-F07,Archaea,Aenigmarchaeota,unclassified Aenigmarchaeota,0.248182,-,-,-,1
Aequorivita capsosiphonis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.0429,-,-,-,1
Aequorivita sublithincola,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.52067,1,-,-,1
Aeribacillus pallidus,Bacteria,Firmicutes,Bacilli,4.98586,-,-,-,1
Aerococcus urinae,Bacteria,Firmicutes,Bacilli,2.08097,1,-,-,1
Aerococcus urinaeequi,Bacteria,Firmicutes,Bacilli,1.99213,-,-,-,1
Aerococcus viridans,Bacteria,Firmicutes,Bacilli,2.00585,-,-,-,2
Aeromicrobium marinum,Bacteria,Actinobacteria,Actinobacteria,3.07984,1,-,-,1
Aeromicrobium massiliense,Bacteria,Actinobacteria,Actinobacteria,6.75926,-,-,-,2
Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,4.84175,-,-,-,6
Aeromonas allosaccharophila,Bacteria,Proteobacteria,Gammaproteobacteria,4.70859,-,-,-,2
Aeromonas aquatica,Bacteria,Proteobacteria,Gammaproteobacteria,4.5823,-,-,-,1
Aeromonas australiensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.11003,-,-,-,1
Aeromonas bestiarum,Bacteria,Proteobacteria,Gammaproteobacteria,4.69082,-,-,1,1
Aeromonas bivalvium,Bacteria,Proteobacteria,Gammaproteobacteria,4.30259,-,-,-,1
Aeromonas caviae,Bacteria,Proteobacteria,Gammaproteobacteria,4.87779,-,-,1,11
Aeromonas dhakensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.87787,-,-,1,4
Aeromonas diversa,Bacteria,Proteobacteria,Gammaproteobacteria,4.06251,-,-,-,2
Aeromonas encheleia,Bacteria,Proteobacteria,Gammaproteobacteria,4.47253,-,-,-,1
Aeromonas enteropelogenes,Bacteria,Proteobacteria,Gammaproteobacteria,4.67835,-,-,-,4
Aeromonas eucrenophila,Bacteria,Proteobacteria,Gammaproteobacteria,4.54006,-,-,-,1
Aeromonas finlandiensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.71751,-,-,-,1
Aeromonas fluvialis,Bacteria,Proteobacteria,Gammaproteobacteria,3.90423,-,-,-,1
Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,5.27964,1,-,9,38
Aeromonas jandaei,Bacteria,Proteobacteria,Gammaproteobacteria,4.67694,-,-,-,3
Aeromonas lacus,Bacteria,Proteobacteria,Gammaproteobacteria,4.39437,-,-,-,1
Aeromonas media,Bacteria,Proteobacteria,Gammaproteobacteria,4.78843,1,-,1,4
Aeromonas molluscorum,Bacteria,Proteobacteria,Gammaproteobacteria,4.23617,-,-,-,1
Aeromonas phage 25,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.161475,1,-,-,1
Aeromonas phage 31,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.172963,1,-,-,1
Aeromonas phage 44RR2.8t,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.173591,1,-,-,1
Aeromonas phage 65,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.235229,1,-,-,1
Aeromonas phage Aeh1,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.233234,1,-,-,1
Aeromonas phage Aes012,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.161978,1,-,-,1
Aeromonas phage Aes508,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.160646,1,-,-,1
Aeromonas phage CC2,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.231743,1,-,-,1
Aeromonas phage PX29,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.222006,1,-,-,1
Aeromonas phage pAh6-C,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.053744,1,-,-,1
Aeromonas phage phiAS4,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.163875,1,-,-,1
Aeromonas phage phiAS5,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.225268,1,-,-,1
Aeromonas phage phiAS7,Viruses,"dsDNA viruses, no RNA stage",Podoviridae,0.041572,1,-,-,1
Aeromonas phage phiO18P,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.033985,1,-,-,1
Aeromonas phage vB_AsaM-56,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.043551,1,-,-,1
Aeromonas piscicola,Bacteria,Proteobacteria,Gammaproteobacteria,5.17797,-,-,-,1
Aeromonas popoffii,Bacteria,Proteobacteria,Gammaproteobacteria,4.76247,-,-,-,1
Aeromonas rivuli,Bacteria,Proteobacteria,Gammaproteobacteria,4.53415,-,-,-,1
Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,5.04054,1,-,7,10
Aeromonas sanarellii,Bacteria,Proteobacteria,Gammaproteobacteria,4.1869,-,-,-,1
Aeromonas schubertii,Bacteria,Proteobacteria,Gammaproteobacteria,4.12625,-,-,-,1
Aeromonas simiae,Bacteria,Proteobacteria,Gammaproteobacteria,3.98769,-,-,-,1
Aeromonas sobria,Bacteria,Proteobacteria,Gammaproteobacteria,4.68367,-,-,1,1
Aeromonas taiwanensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.25089,-,-,-,2
Aeromonas tecta,Bacteria,Proteobacteria,Gammaproteobacteria,4.75522,-,-,-,1
Aeromonas veronii,Bacteria,Proteobacteria,Gammaproteobacteria,4.73561,1,-,-,12
Aerophobetes bacterium AeroCD12-1,Bacteria,unclassified Bacteria,Aerophobetes,1.27496,-,-,-,1
Aerophobetes bacterium JGI 0000014-A15,Bacteria,unclassified Bacteria,Aerophobetes,0.368019,-,-,-,1
Aerophobetes bacterium JGI 0000014-C22,Bacteria,unclassified Bacteria,Aerophobetes,0.428566,-,-,-,1
Aerophobetes bacterium SCGC AAA255-F10,Bacteria,unclassified Bacteria,Aerophobetes,1.26362,-,-,-,1
Aeropyrum camini,Archaea,Crenarchaeota,Thermoprotei,1.59599,1,-,-,2
Aeropyrum pernix,Archaea,Crenarchaeota,Thermoprotei,1.6697,1,-,-,1
Aestuariibacter salexigens,Bacteria,Proteobacteria,Gammaproteobacteria,3.78384,-,-,-,1
Aestuariimicrobium kwangyangense,Bacteria,Actinobacteria,Actinobacteria,2.99015,-,-,-,1
Aestuariivita atlantica,Bacteria,Proteobacteria,Alphaproteobacteria,4.34264,-,-,-,1
Aestuariivita boseongensis,Bacteria,Proteobacteria,Alphaproteobacteria,3.94432,-,-,-,1
Aethionema arabicum,Eukaryota,Plants,Land Plants,192.488,-,-,-,1
Afifella pfennigii,Bacteria,Proteobacteria,Alphaproteobacteria,3.87259,-,-,-,1
Afipia,Bacteria,Proteobacteria,Alphaproteobacteria,5.13331,-,-,-,11
Afipia birgiae,Bacteria,Proteobacteria,Alphaproteobacteria,5.33415,-,-,-,1
Afipia broomeae,Bacteria,Proteobacteria,Alphaproteobacteria,5.26197,-,-,-,1
Afipia clevelandensis,Bacteria,Proteobacteria,Alphaproteobacteria,4.39955,-,-,-,1
Afipia felis,Bacteria,Proteobacteria,Alphaproteobacteria,4.20329,-,-,-,2
Afipia massiliensis,Bacteria,Proteobacteria,Alphaproteobacteria,4.50619,-,-,-,1
African bat icavirus A,Viruses,ssRNA viruses,Picornaviridae,0.008096,1,-,-,1
African cassava mosaic virus,Viruses,ssDNA viruses,Geminiviridae,0.005503,2,-,-,1
African elephant polyomavirus 1,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.005722,1,-,-,1
African green monkey polyomavirus,Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,0.00527,1,-,-,1
African green monkey simian foamy virus,Viruses,Retro-transcribing viruses,Retroviridae,0.013111,1,-,-,1
African horse sickness virus,Viruses,dsRNA viruses,Reoviridae,0.019524,10,-,-,1
African oil palm ringspot virus,Viruses,ssRNA viruses,Betaflexiviridae,0.007781,1,-,-,1
African pouched rat virus 1,Viruses,ssRNA viruses,Arteriviridae,0.014953,1,-,-,1
African swine fever virus,Viruses,"dsDNA viruses, no RNA stage",Asfarviridae,0.170101,1,-,-,1
Agaricus bisporus,Eukaryota,Fungi,Basidiomycetes,32.6144,-,-,-,2
Agarivorans albus,Bacteria,Proteobacteria,Gammaproteobacteria,4.73428,-,-,-,1
Ageratum Yellow vein China virus - OX1,Viruses,ssDNA viruses,Geminiviridae,0.002739,1,-,-,1
Ageratum conyzoides associated symptomless alphasatellite,Viruses,Satellites,unclassified,0.001437,1,-,-,1
Ageratum enation alphasatellite,Viruses,Satellites,unclassified,0.001378,1,-,-,1
Ageratum enation virus,Viruses,ssDNA viruses,Geminiviridae,0.002746,1,-,-,1
Ageratum latent virus,Viruses,ssRNA viruses,Bromoviridae,0.008577,3,-,-,1
Ageratum leaf curl Buea betasatellite,Viruses,Satellites,unclassified,0.001259,1,-,-,1
Ageratum leaf curl Cameroon alphasatellite,Viruses,Satellites,unclassified,0.001383,1,-,-,1
Ageratum leaf curl Cameroon betasatellite,Viruses,Satellites,unclassified,0.001389,1,-,-,1
Ageratum leaf curl Cameroon virus,Viruses,ssDNA viruses,Geminiviridae,0.002792,1,-,-,1
Ageratum leaf curl betasatellite,Viruses,Satellites,unclassified,0.001335,1,-,-,1
Ageratum leaf curl virus - [G52],Viruses,ssDNA viruses,Geminiviridae,0.002735,1,-,-,1
Ageratum yellow leaf curl betasatellite,Viruses,Satellites,unclassified,0.001351,1,-,-,1
Ageratum yellow vein China alphasatellite,Viruses,Satellites,unclassified,0.001365,1,-,-,1
Ageratum yellow vein China betasatellite,Viruses,Satellites,unclassified,0.001323,1,-,-,1
Ageratum yellow vein China virus,Viruses,ssDNA viruses,Geminiviridae,0.002768,1,-,-,1
Ageratum yellow vein Hualian virus,Viruses,ssDNA viruses,Geminiviridae,0.002756,1,-,-,1
Ageratum yellow vein India alphasatellite,Viruses,Satellites,unclassified,0.001389,1,-,-,1
Ageratum yellow vein Singapore alphasatellite,Viruses,Satellites,unclassified,0.00136,1,-,-,1
Ageratum yellow vein Sri Lanka virus,Viruses,ssDNA viruses,Geminiviridae,0.002748,1,-,-,1
Ageratum yellow vein Taiwan virus,Viruses,ssDNA viruses,Geminiviridae,0.002734,1,-,-,1
Ageratum yellow vein betasatellite,Viruses,Satellites,unclassified,0.001347,1,-,-,1
Ageratum yellow vein virus,Viruses,ssDNA viruses,Geminiviridae,0.00275,1,-,-,2
Aggregatibacter,Bacteria,Proteobacteria,Gammaproteobacteria,2.01662,-,-,-,1
Aggregatibacter actinomycetemcomitans,Bacteria,Proteobacteria,Gammaproteobacteria,2.30907,2,-,2,23
Aggregatibacter aphrophilus,Bacteria,Proteobacteria,Gammaproteobacteria,2.41443,1,-,-,6
Aggregatibacter segnis,Bacteria,Proteobacteria,Gammaproteobacteria,2.01201,-,-,-,1
Agreia bicolorata,Bacteria,Actinobacteria,Actinobacteria,3.92072,-,-,-,1
Agrilus planipennis,Eukaryota,Animals,Insects,353.547,-,-,-,1
Agrobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,6.01386,2,-,1,8
Agrobacterium albertimagni,Bacteria,Proteobacteria,Alphaproteobacteria,5.08506,-,-,-,1
Agrobacterium arsenijevicii,Bacteria,Proteobacteria,Alphaproteobacteria,6.29848,-,-,-,1
Agrobacterium fabrum,Bacteria,Proteobacteria,Alphaproteobacteria,5.67426,2,-,2,1
Agrobacterium larrymoorei,Bacteria,Proteobacteria,Alphaproteobacteria,5.16333,-,-,-,1
Agrobacterium phage 7-7-1,Viruses,"dsDNA viruses, no RNA stage",Myoviridae,0.069391,1,-,-,1
Agrobacterium rhizogenes,Bacteria,Proteobacteria,Alphaproteobacteria,7.77453,-,-,2,7
Agrobacterium rubi,Bacteria,Proteobacteria,Alphaproteobacteria,5.29338,-,-,-,1
Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,7.2733,2,-,5,16
Agrobacterium vitis,Bacteria,Proteobacteria,Alphaproteobacteria,6.32095,2,-,5,1
Agrococcus lahaulensis,Bacteria,Actinobacteria,Actinobacteria,2.67784,-,-,-,1
Agrococcus pavilionensis,Bacteria,Actinobacteria,Actinobacteria,2.8784,-,-,-,1
Agromyces italicus,Bacteria,Actinobacteria,Actinobacteria,3.7305,-,-,-,1
Agromyces mediolanus,Bacteria,Actinobacteria,Actinobacteria,1.31435,-,-,-,1
Agromyces subbeticus,Bacteria,Actinobacteria,Actinobacteria,4.30392,-,-,-,1
Agromyces ulmi,Bacteria,Actinobacteria,Actinobacteria,2.22915,-,-,-,1
Agropyron mosaic virus,Viruses,ssRNA viruses,Potyviridae,0.00954,1,-,-,1
Agrotis ipsilon multiple nucleopolyhedrovirus,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.155122,1,-,-,1
Agrotis segetum granulovirus,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.13168,1,-,-,1
Agrotis segetum nucleopolyhedrovirus,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.147544,1,-,-,1
Agrotis segetum nucleopolyhedrovirus B,Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,0.148981,1,-,-,1
Aguacate virus,Viruses,ssRNA viruses,Bunyaviridae,0.012408,3,-,-,1
Ahrensia,Bacteria,Proteobacteria,Alphaproteobacteria,3.73105,-,-,-,3
Ahrensia kielensis,Bacteria,Proteobacteria,Alphaproteobacteria,3.36477,-,-,-,1
Aichivirus A,Viruses,ssRNA viruses,Picornaviridae,0.008251,1,-,-,1
Aichivirus C,Viruses,ssRNA viruses,Picornaviridae,0.00821,1,-,-,1
Aigarchaeota archaeon JGI 0000001-A7,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.412511,-,-,-,1
Aigarchaeota archaeon JGI 0000001-B8,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.373687,-,-,-,1
Aigarchaeota archaeon JGI 0000001-H6,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.198883,-,-,-,1
Aigarchaeota archaeon JGI 0000106-J15,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,1.08532,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-A16,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.62462,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-B22,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.267561,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-D15,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.667371,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-E14,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.703726,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-E16,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.525966,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-F17,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.741841,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-G05,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.640245,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-I13,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.164795,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-J07,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.249792,-,-,-,1
Aigarchaeota archaeon SCGC AAA471-J08,Archaea,Thaumarchaeota,unclassified Thaumarchaeota,0.252228,-,-,-,1
Ailuropoda melanoleuca,Eukaryota,Animals,Mammals,2299.51,-,1,-,1
Akabane virus,Viruses,ssRNA viruses,Bunyaviridae,0.012035,3,-,-,1
Akkermansia,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,3.02425,-,-,-,2
Akkermansia muciniphila,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,2.6641,1,-,-,2
Akkermansia muciniphila CAG:154,Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,2.72183,-,-,-,1
Alatina moseri,Eukaryota,Animals,Other Animals,1544.15,-,8,-,1
Albugo candida,Eukaryota,Protists,Other Protists,34.4526,-,-,-,7
Alcaligenes,Bacteria,Proteobacteria,Betaproteobacteria,4.28184,-,-,-,2
Alcaligenes faecalis,Bacteria,Proteobacteria,Betaproteobacteria,4.40271,-,-,-,5
Alcanivorax,Bacteria,Proteobacteria,Gammaproteobacteria,4.74386,1,-,-,7
Alcanivorax borkumensis,Bacteria,Proteobacteria,Gammaproteobacteria,3.12014,1,-,-,1
Alcanivorax dieselolei,Bacteria,Proteobacteria,Gammaproteobacteria,4.92822,1,-,-,1
Alcanivorax hongdengensis,Bacteria,Proteobacteria,Gammaproteobacteria,3.66488,-,-,-,1
Alcanivorax jadensis,Bacteria,Proteobacteria,Gammaproteobacteria,3.62937,-,-,-,1
Alcanivorax pacificus,Bacteria,Proteobacteria,Gammaproteobacteria,4.16843,1,-,-,1
Alcelaphine herpesvirus 1,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.130608,1,-,-,1
Alcelaphine herpesvirus 2,Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,0.13709,1,-,-,1
Aleutian mink disease virus,Viruses,ssDNA viruses,Parvoviridae,0.004801,1,-,-,1
Alfalfa latent virus,Viruses,ssRNA viruses,Betaflexiviridae,0.008041,1,-,-,1
Alfalfa leaf curl virus,Viruses,ssDNA viruses,Geminiviridae,0.002745,1,-,-,1
Alfalfa mosaic virus,Viruses,ssRNA viruses,Bromoviridae,0.008274,3,-,-,1
Algerian watermelon mosaic virus,Viruses,ssRNA viruses,Potyviridae,0.009842,1,-,-,1
Algibacter,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.99477,1,-,-,1
Algibacter lectus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.81598,-,-,-,2
Algicola sagamiensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.34128,-,-,-,1
Algiphilus aromaticivorans,Bacteria,Proteobacteria,Gammaproteobacteria,3.80568,-,-,-,1
Algoriphagus boritolerans,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.85086,-,-,-,1
Algoriphagus machipongonensis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.78772,1,-,-,1
Algoriphagus mannitolivorans,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.15295,-,-,-,1
Algoriphagus marincola,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.43168,-,-,-,3
Algoriphagus terrigena,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.78338,-,-,-,1
Algoriphagus vanfongensis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.71206,-,-,-,1
Aliagarivorans marinus,Bacteria,Proteobacteria,Gammaproteobacteria,4.87835,-,-,-,1
Aliagarivorans taiwanensis,Bacteria,Proteobacteria,Gammaproteobacteria,4.41327,-,-,-,1
Alicycliphilus,Bacteria,Proteobacteria,Betaproteobacteria,7.46596,-,-,-,2
Alicycliphilus denitrificans,Bacteria,Proteobacteria,Betaproteobacteria,5.07075,1,-,2,2
Alicyclobacillus acidocaldarius,Bacteria,Firmicutes,Bacilli,3.20569,1,-,3,3
Alicyclobacillus acidoterrestris,Bacteria,Firmicutes,Bacilli,4.06355,-,-,-,1
Alicyclobacillus contaminans,Bacteria,Firmicutes,Bacilli,3.27232,-,-,-,1
Alicyclobacillus herbarius,Bacteria,Firmicutes,Bacilli,3.31051,-,-,-,1
Alicyclobacillus hesperidum,Bacteria,Firmicutes,Bacilli,2.96716,-,-,-,1
Alicyclobacillus macrosporangiidus,Bacteria,Firmicutes,Bacilli,4.09165,-,-,-,1
Alicyclobacillus pomorum,Bacteria,Firmicutes,Bacilli,3.39856,-,-,-,1
Aliiglaciecola lipolytica,Bacteria,Proteobacteria,Gammaproteobacteria,4.84214,-,-,-,1
Aliihoeflea,Bacteria,Proteobacteria,Alphaproteobacteria,4.14324,-,-,-,1
Aliiroseovarius crassostreae,Bacteria,Proteobacteria,Alphaproteobacteria,3.72538,-,-,1,1
Aliivibrio fischeri,Bacteria,Proteobacteria,Gammaproteobacteria,4.50334,2,-,4,7
Aliivibrio logei,Bacteria,Proteobacteria,Gammaproteobacteria,5.28811,-,-,-,2
Aliivibrio salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,4.65566,2,-,4,1
Aliivibrio wodanis,Bacteria,Proteobacteria,Gammaproteobacteria,4.63513,2,-,4,1
Alishewanella aestuarii,Bacteria,Proteobacteria,Gammaproteobacteria,3.58805,-,-,-,1
Alishewanella agri,Bacteria,Proteobacteria,Gammaproteobacteria,3.49171,-,-,-,1
Alishewanella jeotgali,Bacteria,Proteobacteria,Gammaproteobacteria,3.83136,-,-,-,1
Alistipes,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.44549,-,-,-,12
Alistipes finegoldii,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.73424,1,-,-,1
Alistipes finegoldii CAG:68,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.86299,-,-,-,1
Alistipes indistinctus,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.85543,-,-,-,1
Alistipes inops,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.30482,-,-,-,1
Alistipes obesi,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.16368,-,-,-,1
Alistipes onderdonkii,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.86565,-,-,-,1
Alistipes putredinis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.55068,-,-,-,1
Alistipes putredinis CAG:67,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.15521,-,-,-,1
Alistipes senegalensis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.01761,-,-,-,1
Alistipes shahii,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.76332,1,-,-,1
Alistipes timonensis,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.48961,-,-,-,1
Alkalibacillus haloalkaliphilus,Bacteria,Firmicutes,Bacilli,2.90806,-,-,-,1
Alkalibacterium,Bacteria,Firmicutes,Bacilli,2.32805,-,-,-,1
Alkaliflexus imshenetskii,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.12227,-,-,-,1
Alkalilimnicola ehrlichii,Bacteria,Proteobacteria,Gammaproteobacteria,3.27594,1,-,-,1
Alkaliphilus metalliredigens,Bacteria,Firmicutes,Clostridia,4.92957,1,-,-,1
Alkaliphilus oremlandii,Bacteria,Firmicutes,Clostridia,3.12356,1,-,-,1
Alkaliphilus transvaalensis,Bacteria,Firmicutes,Clostridia,4.02484,-,-,-,1
Alkanindiges illinoisensis,Bacteria,Proteobacteria,Gammaproteobacteria,3.29941,-,-,-,1
Alkhumra hemorrhagic fever virus,Viruses,ssRNA viruses,Flaviviridae,0.010685,1,-,-,1
Allamanda leaf curl virus,Viruses,ssDNA viruses,Geminiviridae,0.002755,1,-,-,1
Allamanda leaf mottle distortion virus,Viruses,ssDNA viruses,Geminiviridae,0.002772,1,-,-,1
Alligator mississippiensis,Eukaryota,Animals,Other Animals,2174.26,-,1,-,1
Alligator sinensis,Eukaryota,Animals,Other Animals,2270.57,-,1,-,1
Allium virus X,Viruses,ssRNA viruses,Alphaflexiviridae,0.007118,1,-,-,1
Alloactinosynnema,Bacteria,Actinobacteria,Actinobacteria,7.40511,1,-,-,1
Allobaculum stercoricanis,Bacteria,Firmicutes,Erysipelotrichia,2.05288,-,-,-,1
